timestamp,own_speed_knots,own_heading_deg,own_x,own_y,target_speed_knots,target_heading_deg,target_x,target_y,torpedo_speed_knots,torpedo_heading_deg,torpedo_x,torpedo_y
2026-04-03 01:22:17,15.718,22.998,63.184,148.866,10.256,63.003,2534.770,-2343.989,0.000,0.000,0.000,0.000
2026-04-03 01:22:18,15.718,22.998,66.344,156.309,10.256,63.014,2539.472,-2341.595,0.000,0.000,0.000,0.000
2026-04-03 01:22:19,15.718,22.998,69.503,163.753,10.256,63.025,2544.174,-2339.202,0.000,0.000,0.000,0.000
2026-04-03 01:22:20,15.718,22.998,72.662,171.196,10.256,63.035,2548.877,-2336.809,42.000,135.365,87.842,155.821
2026-04-03 01:22:21,15.718,22.998,75.821,178.639,10.256,63.044,2553.580,-2334.417,42.000,135.283,103.045,140.467
2026-04-03 01:22:22,15.718,22.998,78.980,186.083,10.256,63.054,2558.283,-2332.026,42.000,135.201,118.270,125.136
2026-04-03 01:22:23,15.718,22.998,82.140,193.526,10.256,63.063,2562.987,-2329.636,42.000,135.118,133.516,109.826
2026-04-03 01:22:24,15.718,22.998,85.299,200.969,10.256,63.071,2567.691,-2327.247,42.000,135.034,148.786,94.539
2026-04-03 01:22:25,15.718,22.998,88.458,208.413,10.256,63.080,2572.395,-2324.858,42.000,134.950,164.077,79.274
2026-04-03 01:22:26,15.718,22.998,91.617,215.856,10.256,63.088,2577.100,-2322.470,42.000,134.866,179.391,64.031
2026-04-03 01:22:27,15.718,22.998,94.777,223.299,10.256,63.095,2581.805,-2320.082,42.000,134.781,194.727,48.812
2026-04-03 01:22:28,15.718,22.998,97.936,230.742,10.256,63.102,2586.511,-2317.695,42.000,134.696,210.087,33.615
2026-04-03 01:22:29,15.718,22.998,101.095,238.186,10.256,63.109,2591.216,-2315.309,42.000,134.610,225.469,18.441
2026-04-03 01:22:30,15.718,22.998,104.254,245.629,10.256,63.115,2595.922,-2312.923,42.000,134.524,240.873,3.290
2026-04-03 01:22:31,15.718,22.998,107.413,253.072,10.256,63.122,2600.629,-2310.538,42.000,134.437,256.301,-11.837
2026-04-03 01:22:32,15.718,22.998,110.573,260.516,10.256,63.127,2605.335,-2308.153,42.000,134.350,271.751,-26.941
2026-04-03 01:22:33,15.718,22.998,113.732,267.959,10.256,63.132,2610.042,-2305.768,42.000,134.262,287.225,-42.021
2026-04-03 01:22:34,15.718,22.998,116.891,275.402,10.256,63.137,2614.748,-2303.384,42.000,134.174,302.722,-57.077
2026-04-03 01:22:35,15.718,22.998,120.050,282.846,10.256,63.142,2619.455,-2301.001,42.000,134.085,318.242,-72.110
2026-04-03 01:22:36,15.718,22.998,123.210,290.289,10.256,63.146,2624.163,-2298.617,42.000,133.996,333.786,-87.118
2026-04-03 01:22:37,15.718,22.998,126.369,297.732,10.256,63.150,2628.870,-2296.234,42.000,133.907,349.353,-102.102
2026-04-03 01:22:38,15.718,22.998,129.528,305.176,10.256,63.153,2633.578,-2293.851,42.000,133.816,364.943,-117.061
2026-04-03 01:22:39,15.718,22.998,132.687,312.619,10.256,63.156,2638.285,-2291.469,42.000,133.726,380.557,-131.996
2026-04-03 01:22:40,15.718,22.998,135.846,320.062,10.256,63.158,2642.993,-2289.086,42.000,133.635,396.195,-146.906
2026-04-03 01:22:41,15.718,22.998,139.006,327.505,10.256,63.160,2647.701,-2286.704,42.000,133.543,411.857,-161.790
2026-04-03 01:22:42,15.718,22.998,142.165,334.949,10.256,63.162,2652.409,-2284.322,42.000,133.451,427.543,-176.650
2026-04-03 01:22:43,15.718,22.998,145.324,342.392,10.256,63.164,2657.117,-2281.940,42.000,133.358,443.253,-191.484
2026-04-03 01:22:44,15.718,22.998,148.483,349.835,10.256,63.165,2661.825,-2279.559,42.000,133.264,458.987,-206.292
2026-04-03 01:22:45,15.718,22.998,151.643,357.279,10.256,63.165,2666.533,-2277.177,42.000,133.170,474.745,-221.075
2026-04-03 01:22:46,15.718,22.998,154.802,364.722,10.256,63.165,2671.241,-2274.795,42.000,133.076,490.527,-235.832
2026-04-03 01:22:47,15.718,22.998,157.961,372.165,10.256,63.165,2675.949,-2272.413,42.000,132.981,506.334,-250.562
2026-04-03 01:22:48,15.718,22.998,161.120,379.609,10.256,63.164,2680.657,-2270.031,42.000,132.885,522.166,-265.266
2026-04-03 01:22:49,15.718,22.998,164.279,387.052,10.256,63.163,2685.364,-2267.649,42.000,132.789,538.022,-279.944
2026-04-03 01:22:50,15.718,22.998,167.439,394.495,10.256,63.162,2690.072,-2265.267,42.000,132.692,553.903,-294.594
2026-04-03 01:22:51,15.718,22.998,170.598,401.939,10.256,63.160,2694.780,-2262.885,42.000,132.595,569.809,-309.218
2026-04-03 01:22:52,15.718,22.998,173.757,409.382,10.256,63.158,2699.488,-2260.503,42.000,132.497,585.740,-323.814
2026-04-03 01:22:53,15.718,22.998,176.916,416.825,10.256,63.155,2704.195,-2258.120,42.000,132.398,601.696,-338.383
2026-04-03 01:22:54,15.718,22.998,180.075,424.268,10.256,63.152,2708.903,-2255.737,42.000,132.299,617.677,-352.925
2026-04-03 01:22:55,15.718,22.998,183.235,431.712,10.256,63.149,2713.610,-2253.354,42.000,132.199,633.683,-367.438
2026-04-03 01:22:56,15.718,22.998,186.394,439.155,10.256,63.145,2718.317,-2250.971,42.000,132.099,649.715,-381.923
2026-04-03 01:22:57,15.718,22.998,189.553,446.598,10.256,63.141,2723.024,-2248.587,42.000,131.998,665.773,-396.380
2026-04-03 01:22:58,15.718,22.998,192.712,454.042,10.256,63.136,2727.731,-2246.203,42.000,131.896,681.856,-410.809
2026-04-03 01:22:59,15.718,22.998,195.872,461.485,10.256,63.131,2732.438,-2243.818,42.000,131.793,697.965,-425.209
2026-04-03 01:23:00,15.718,22.998,199.031,468.928,10.256,63.126,2737.144,-2241.433,42.000,131.690,714.100,-439.579
2026-04-03 01:23:01,15.718,22.998,202.190,476.372,10.256,63.120,2741.850,-2239.048,42.000,131.587,730.260,-453.921
2026-04-03 01:23:02,15.718,22.998,205.349,483.815,10.256,63.114,2746.556,-2236.662,42.000,131.482,746.447,-468.233
2026-04-03 01:23:03,15.718,22.998,208.508,491.258,10.256,63.108,2751.262,-2234.275,42.000,131.377,762.660,-482.515
2026-04-03 01:23:04,15.718,22.998,211.668,498.701,10.256,63.101,2755.967,-2231.888,42.000,131.271,778.900,-496.767
2026-04-03 01:23:05,15.718,22.998,214.827,506.145,10.256,63.094,2760.672,-2229.501,42.000,131.164,795.166,-510.989
2026-04-03 01:23:06,15.718,22.998,217.986,513.588,10.256,63.086,2765.377,-2227.112,42.000,131.057,811.459,-525.180
2026-04-03 01:23:07,15.718,22.998,221.145,521.031,10.256,63.078,2770.081,-2224.723,42.000,130.949,827.778,-539.341
2026-04-03 01:23:08,15.718,22.998,224.305,528.475,10.256,63.070,2774.785,-2222.334,42.000,130.840,844.124,-553.471
2026-04-03 01:23:09,15.718,22.998,227.464,535.918,10.256,63.061,2779.489,-2219.943,42.000,130.731,860.497,-567.569
2026-04-03 01:23:10,15.718,22.998,230.623,543.361,10.256,63.052,2784.192,-2217.552,42.000,130.620,876.898,-581.636
2026-04-03 01:23:11,15.718,22.998,233.782,550.805,10.256,63.042,2788.895,-2215.160,42.000,130.509,893.325,-595.671
2026-04-03 01:23:12,15.718,22.998,236.941,558.248,10.256,63.033,2793.598,-2212.768,42.000,130.397,909.780,-609.674
2026-04-03 01:23:13,15.718,22.998,240.101,565.691,10.256,63.022,2798.300,-2210.374,42.000,130.284,926.263,-623.644
2026-04-03 01:23:14,15.718,22.998,243.260,573.135,10.256,63.012,2803.001,-2207.980,42.000,130.171,942.773,-637.582
2026-04-03 01:23:15,15.718,22.998,246.419,580.578,10.256,63.001,2807.703,-2205.585,42.000,130.057,959.311,-651.487
2026-04-03 01:23:16,15.718,22.998,249.578,588.021,10.256,62.990,2812.403,-2203.188,42.000,129.941,975.877,-665.358
2026-04-03 01:23:17,15.718,22.998,252.738,595.464,10.256,62.978,2817.104,-2200.791,42.000,129.825,992.471,-679.196
2026-04-03 01:23:18,15.718,22.998,255.897,602.908,10.256,62.967,2821.803,-2198.393,42.000,129.708,1009.093,-693.001
2026-04-03 01:23:19,15.718,22.998,259.056,610.351,10.256,62.954,2826.502,-2195.994,42.000,129.591,1025.743,-706.770
2026-04-03 01:23:20,15.718,22.998,262.215,617.794,10.256,62.942,2831.201,-2193.594,42.000,129.472,1042.422,-720.506
2026-04-03 01:23:21,15.718,22.998,265.374,625.238,10.256,62.929,2835.899,-2191.193,42.000,129.352,1059.130,-734.206
2026-04-03 01:23:22,15.718,22.998,268.534,632.681,10.256,62.916,2840.597,-2188.791,42.000,129.232,1075.866,-747.872
2026-04-03 01:23:23,15.718,22.998,271.693,640.124,10.256,62.902,2845.294,-2186.387,42.000,129.111,1092.631,-761.502
2026-04-03 01:23:24,15.718,22.998,274.852,647.568,10.256,62.889,2849.990,-2183.983,42.000,128.988,1109.426,-775.096
2026-04-03 01:23:25,15.718,22.998,278.011,655.011,10.256,62.874,2854.686,-2181.577,42.000,128.865,1126.249,-788.653
2026-04-03 01:23:26,15.718,22.998,281.171,662.454,10.256,62.860,2859.382,-2179.170,42.000,128.741,1143.102,-802.175
2026-04-03 01:23:27,15.718,22.998,284.330,669.898,10.256,62.845,2864.076,-2176.762,42.000,128.615,1159.984,-815.659
2026-04-03 01:23:28,15.718,22.998,287.489,677.341,10.256,62.830,2868.770,-2174.353,42.000,128.489,1176.897,-829.106
2026-04-03 01:23:29,15.718,22.998,290.648,684.784,10.256,62.815,2873.464,-2171.943,42.000,128.362,1193.839,-842.516
2026-04-03 01:23:30,15.718,22.998,293.807,692.227,10.256,62.800,2878.156,-2169.531,42.000,128.233,1210.811,-855.888
2026-04-03 01:23:31,15.718,22.998,296.967,699.671,10.256,62.784,2882.848,-2167.118,42.000,128.104,1227.813,-869.221
2026-04-03 01:23:32,15.718,22.998,300.126,707.114,10.256,62.768,2887.540,-2164.703,42.000,127.973,1244.845,-882.515
2026-04-03 01:23:33,15.718,22.998,303.285,714.557,10.256,62.751,2892.230,-2162.288,42.000,127.842,1261.908,-895.771
2026-04-03 01:23:34,15.718,22.998,306.444,722.001,10.256,62.735,2896.920,-2159.871,42.000,127.709,1279.002,-908.987
2026-04-03 01:23:35,15.718,22.998,309.603,729.444,10.256,62.718,2901.610,-2157.452,42.000,127.575,1296.126,-922.162
2026-04-03 01:23:36,15.718,22.998,312.763,736.887,10.256,62.701,2906.298,-2155.032,42.000,127.440,1313.281,-935.298
2026-04-03 01:23:37,15.718,22.998,315.922,744.331,10.256,62.683,2910.986,-2152.611,42.000,127.304,1330.468,-948.392
2026-04-03 01:23:38,15.718,22.998,319.081,751.774,10.256,62.666,2915.673,-2150.188,42.000,127.167,1347.686,-961.446
2026-04-03 01:23:39,15.718,22.998,322.240,759.217,10.256,62.648,2920.359,-2147.764,42.000,127.028,1364.935,-974.458
2026-04-03 01:23:40,15.718,22.998,325.400,766.660,10.256,62.630,2925.045,-2145.338,42.000,126.889,1382.216,-987.427
2026-04-03 01:23:41,15.718,22.998,328.559,774.104,10.256,62.612,2929.730,-2142.911,42.000,126.748,1399.529,-1000.354
2026-04-03 01:23:42,15.718,22.998,331.718,781.547,10.256,62.593,2934.414,-2140.483,42.000,126.605,1416.874,-1013.238
2026-04-03 01:23:43,15.718,22.998,334.877,788.990,10.256,62.574,2939.097,-2138.052,42.000,126.462,1434.251,-1026.079
2026-04-03 01:23:44,15.718,22.998,338.036,796.434,10.256,62.556,2943.779,-2135.621,42.000,126.317,1451.661,-1038.875
2026-04-03 01:23:45,15.718,22.998,341.196,803.877,10.256,62.536,2948.461,-2133.187,42.000,126.171,1469.103,-1051.628
2026-04-03 01:23:46,15.718,22.998,344.355,811.320,10.256,62.517,2953.142,-2130.752,42.000,126.023,1486.578,-1064.335
2026-04-03 01:23:47,15.718,22.998,347.514,818.764,10.256,62.498,2957.822,-2128.316,42.000,125.874,1504.086,-1076.996
2026-04-03 01:23:48,15.718,22.998,350.673,826.207,10.256,62.478,2962.501,-2125.878,42.000,125.723,1521.628,-1089.612
2026-04-03 01:23:49,15.718,22.998,353.833,833.650,10.256,62.458,2967.179,-2123.438,42.000,125.572,1539.202,-1102.181
2026-04-03 01:23:50,15.718,22.998,356.992,841.094,10.256,62.438,2971.857,-2120.997,42.000,125.418,1556.811,-1114.703
2026-04-03 01:23:51,15.718,22.998,360.151,848.537,10.256,62.418,2976.533,-2118.554,42.000,125.263,1574.453,-1127.177
2026-04-03 01:23:52,15.718,22.998,363.310,855.980,10.256,62.398,2981.209,-2116.109,42.000,125.107,1592.129,-1139.603
2026-04-03 01:23:53,15.718,22.998,366.469,863.423,10.256,62.377,2985.884,-2113.663,42.000,124.949,1609.839,-1151.980
2026-04-03 01:23:54,15.718,22.998,369.629,870.867,10.256,62.357,2990.558,-2111.215,42.000,124.789,1627.583,-1164.308
2026-04-03 01:23:55,15.718,22.998,372.788,878.310,10.256,62.336,2995.231,-2108.765,42.000,124.628,1645.363,-1176.586
2026-04-03 01:23:56,15.718,22.998,375.947,885.753,10.256,62.315,2999.903,-2106.314,42.000,124.465,1663.177,-1188.813
2026-04-03 01:23:57,15.718,22.998,379.106,893.197,10.256,62.295,3004.574,-2103.861,42.000,124.300,1681.026,-1200.989
2026-04-03 01:23:58,15.718,22.998,382.266,900.640,10.256,62.273,3009.244,-2101.406,42.000,124.134,1698.910,-1213.113
2026-04-03 01:23:59,15.718,22.998,385.425,908.083,10.256,62.252,3013.914,-2098.950,42.000,123.966,1716.830,-1225.185
2026-04-03 01:24:00,15.718,22.998,388.584,915.527,10.256,62.231,3018.582,-2096.492,42.000,123.796,1734.786,-1237.203
2026-04-03 01:24:01,15.718,22.998,391.743,922.970,10.256,62.210,3023.250,-2094.032,42.000,123.624,1752.778,-1249.167
2026-04-03 01:24:02,15.718,22.998,394.902,930.413,10.256,62.188,3027.917,-2091.570,42.000,123.450,1770.805,-1261.077
2026-04-03 01:24:03,15.718,22.998,398.062,937.857,10.256,62.167,3032.583,-2089.107,42.000,123.275,1788.870,-1272.932
2026-04-03 01:24:04,15.718,22.998,401.221,945.300,10.256,62.145,3037.248,-2086.641,42.000,123.097,1806.971,-1284.730
2026-04-03 01:24:05,15.718,22.998,404.380,952.743,10.256,62.124,3041.911,-2084.174,42.000,122.917,1825.109,-1296.472
2026-04-03 01:24:06,15.718,22.998,407.539,960.186,10.256,62.102,3046.574,-2081.706,42.000,122.735,1843.284,-1308.156
2026-04-03 01:24:07,15.718,22.998,410.698,967.630,10.256,62.080,3051.237,-2079.235,42.000,122.552,1861.496,-1319.781
2026-04-03 01:24:08,15.718,22.998,413.858,975.073,10.256,62.059,3055.898,-2076.763,42.000,122.365,1879.746,-1331.348
2026-04-03 01:24:09,15.718,22.998,417.017,982.516,10.256,62.037,3060.558,-2074.289,42.000,122.177,1898.034,-1342.854
2026-04-03 01:24:10,15.718,22.998,420.176,989.960,10.256,62.015,3065.217,-2071.813,42.000,121.987,1916.360,-1354.300
2026-04-03 01:24:11,15.718,22.998,423.335,997.403,10.256,61.993,3069.875,-2069.336,42.000,121.794,1934.725,-1365.684
2026-04-03 01:24:12,15.718,22.998,426.495,1004.846,10.256,61.972,3074.533,-2066.856,42.000,121.598,1953.128,-1377.005
2026-04-03 01:24:13,15.718,22.998,429.654,1012.290,10.256,61.950,3079.189,-2064.375,42.000,121.401,1971.570,-1388.262
2026-04-03 01:24:14,15.718,22.998,432.813,1019.733,10.256,61.928,3083.845,-2061.892,42.000,121.200,1990.052,-1399.455
2026-04-03 01:24:15,15.718,22.998,435.972,1027.176,10.256,61.906,3088.499,-2059.408,42.000,120.998,2008.573,-1410.583
2026-04-03 01:24:16,15.718,22.998,439.131,1034.619,10.256,61.884,3093.153,-2056.921,42.000,120.792,2027.133,-1421.644
2026-04-03 01:24:17,15.718,22.998,442.291,1042.063,10.256,61.863,3097.806,-2054.433,42.000,120.584,2045.734,-1432.637
2026-04-03 01:24:18,15.718,22.998,445.450,1049.506,10.256,61.841,3102.457,-2051.943,42.000,120.373,2064.375,-1443.562
2026-04-03 01:24:19,15.718,22.998,448.609,1056.949,10.256,61.819,3107.108,-2049.451,42.000,120.159,2083.057,-1454.417
2026-04-03 01:24:20,15.718,22.998,451.768,1064.393,10.256,61.798,3111.758,-2046.958,42.000,119.942,2101.780,-1465.202
2026-04-03 01:24:21,15.718,22.998,454.928,1071.836,10.256,61.776,3116.407,-2044.463,42.000,119.722,2120.544,-1475.914
2026-04-03 01:24:22,15.718,22.998,458.087,1079.279,10.256,61.754,3121.055,-2041.966,42.000,119.500,2139.350,-1486.554
2026-04-03 01:24:23,15.718,22.998,461.246,1086.723,10.256,61.733,3125.702,-2039.467,42.000,119.273,2158.197,-1497.119
2026-04-03 01:24:24,15.718,22.998,464.405,1094.166,10.256,61.712,3130.348,-2036.966,42.000,119.044,2177.087,-1507.609
2026-04-03 01:24:25,15.718,22.998,467.564,1101.609,10.256,61.690,3134.993,-2034.464,42.000,118.811,2196.019,-1518.021
2026-04-03 01:24:26,15.718,22.998,470.724,1109.053,10.256,61.669,3139.637,-2031.960,42.000,118.575,2214.993,-1528.356
2026-04-03 01:24:27,15.718,22.998,473.883,1116.496,10.256,61.648,3144.280,-2029.455,42.000,118.335,2234.011,-1538.611
2026-04-03 01:24:28,15.718,22.998,477.042,1123.939,10.256,61.627,3148.923,-2026.947,42.000,118.091,2253.073,-1548.785
2026-04-03 01:24:29,15.718,22.998,480.201,1131.382,10.256,61.606,3153.564,-2024.438,42.000,117.844,2272.178,-1558.877
2026-04-03 01:24:30,15.718,22.998,483.361,1138.826,10.256,61.585,3158.205,-2021.928,42.000,117.592,2291.327,-1568.884
2026-04-03 01:24:31,15.718,22.998,486.520,1146.269,10.256,61.565,3162.844,-2019.415,42.000,117.337,2310.521,-1578.806
2026-04-03 01:24:32,15.718,22.998,489.679,1153.712,10.256,61.544,3167.483,-2016.901,42.000,117.077,2329.759,-1588.641
2026-04-03 01:24:33,15.718,22.998,492.838,1161.156,10.256,61.524,3172.121,-2014.386,42.000,116.813,2349.043,-1598.388
2026-04-03 01:24:34,15.718,22.998,495.997,1168.599,10.256,61.504,3176.758,-2011.869,42.000,116.544,2368.372,-1608.044
2026-04-03 01:24:35,15.718,22.998,499.157,1176.042,10.256,61.484,3181.394,-2009.350,42.000,116.271,2387.747,-1617.607
2026-04-03 01:24:36,15.718,22.998,502.316,1183.486,10.256,61.464,3186.029,-2006.829,42.000,115.993,2407.168,-1627.076
2026-04-03 01:24:37,15.718,22.998,505.475,1190.929,10.256,61.444,3190.664,-2004.307,42.000,115.709,2426.636,-1636.449
2026-04-03 01:24:38,15.718,22.998,508.634,1198.372,10.256,61.424,3195.297,-2001.783,42.000,115.421,2446.150,-1645.724
2026-04-03 01:24:39,15.718,22.998,511.794,1205.816,10.256,61.405,3199.930,-1999.258,42.000,115.127,2465.712,-1654.899
2026-04-03 01:24:40,15.718,22.998,514.953,1213.259,10.256,61.386,3204.562,-1996.731,42.000,114.828,2485.322,-1663.972
2026-04-03 01:24:41,15.718,22.998,518.112,1220.702,10.256,61.367,3209.193,-1994.203,42.000,114.523,2504.980,-1672.940
2026-04-03 01:24:42,15.718,22.998,521.271,1228.145,10.256,61.348,3213.823,-1991.673,42.000,114.211,2524.686,-1681.800
2026-04-03 01:24:43,15.718,22.998,524.430,1235.589,10.256,61.329,3218.452,-1989.142,42.000,113.894,2544.441,-1690.552
2026-04-03 01:24:44,15.718,22.998,527.590,1243.032,10.256,61.311,3223.081,-1986.609,42.000,113.569,2564.245,-1699.192
2026-04-03 01:24:45,15.718,22.998,530.749,1250.475,10.256,61.293,3227.708,-1984.074,42.000,113.238,2584.099,-1707.717
2026-04-03 01:24:46,15.718,22.998,533.908,1257.919,10.256,61.275,3232.335,-1981.539,42.000,112.900,2604.002,-1716.124
2026-04-03 01:24:47,15.718,22.998,537.067,1265.362,10.256,61.257,3236.961,-1979.001,42.000,112.554,2623.956,-1724.411
2026-04-03 01:24:48,15.718,22.998,540.226,1272.805,10.256,61.240,3241.587,-1976.463,42.000,112.200,2643.961,-1732.575
2026-04-03 01:24:49,15.718,22.998,543.386,1280.249,10.256,61.222,3246.211,-1973.923,42.000,111.838,2664.018,-1740.613
2026-04-03 01:24:50,15.718,22.998,546.545,1287.692,10.256,61.205,3250.835,-1971.381,42.000,111.467,2684.125,-1748.520
2026-04-03 01:24:51,15.718,22.998,549.704,1295.135,10.256,61.189,3255.458,-1968.839,42.000,111.088,2704.285,-1756.294
2026-04-03 01:24:52,15.718,22.998,552.863,1302.578,10.256,61.172,3260.080,-1966.295,42.000,110.698,2724.497,-1763.931
2026-04-03 01:24:53,15.718,22.998,556.023,1310.022,10.256,61.156,3264.702,-1963.749,42.000,110.299,2744.762,-1771.427
2026-04-03 01:24:54,15.718,22.998,559.182,1317.465,10.256,61.140,3269.323,-1961.203,42.000,109.889,2765.080,-1778.777
2026-04-03 01:24:55,15.718,22.998,562.341,1324.908,10.256,61.124,3273.943,-1958.655,42.000,109.468,2785.451,-1785.978
2026-04-03 01:24:56,15.718,22.998,565.500,1332.352,10.256,61.109,3278.562,-1956.105,42.000,109.035,2805.876,-1793.025
2026-04-03 01:24:57,15.718,22.998,568.659,1339.795,10.256,61.094,3283.181,-1953.555,42.000,108.589,2826.356,-1799.913
2026-04-03 01:24:58,15.718,22.998,571.819,1347.238,10.256,61.079,3287.800,-1951.003,42.000,108.130,2846.889,-1806.636
